NodeId,BrowseName,DisplayName,NodeClass,Path
ns=1;s=Robot:Inputs/Outputs:ValveIO:Din,Din,Din,Object,Objects/Objects/Robot/Inputs/Outputs/ValveIO/Din
ns=1;s=Robot:Inputs/Outputs:ValveIO:Dout,Dout,Dout,Object,Objects/Objects/Robot/Inputs/Outputs/ValveIO/Dout
ns=1;g=d59ed0fb-5696-4cef-a859-c2767f729164,EventId,EventId,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/EventId
ns=1;g=46973dc0-b6e3-4202-bb7a-ffc18622cd87,EventType,EventType,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/EventType
ns=1;g=09d643ce-ac0f-4e73-a7a6-fa7688112ed3,SourceNode,SourceNode,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/SourceNode
ns=1;g=86fbd950-03c2-4b3e-96a4-ba7a56185683,SourceName,SourceName,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/SourceName
ns=1;g=40397eba-a7e2-43f9-bdbe-b15c41a85cec,Time,Time,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/Time
ns=1;g=a903acc7-8f6f-4979-afa8-365e5577a310,ReceiveTime,ReceiveTime,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/ReceiveTime
ns=1;g=e8c7715a-1478-4c69-860b-a881c695a52c,LocalTime,LocalTime,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/LocalTime
ns=1;g=9a17e808-c581-4b12-bcca-9db29197e399,Message,Message,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/Message
ns=1;g=817b6d26-915d-4ffe-90d3-8b237094fc1d,Severity,Severity,Variable,Objects/Objects/Robot/Logs/CS9LogsNotifier/Severity
ns=2;s=ComponentName0,<ComponentName>,ComponentName,Variable,Objects/Objects/VDMAFolder/<MotionDeviceSystemFolder>/<MotionDeviceSystem>/<ComponentName>
ns=2;s=Controller,<Controller>,Controller,Object,Objects/Objects/VDMAFolder/<MotionDeviceSystemFolder>/<MotionDeviceSystem>/<Controller>
ns=2;s=MotionDevice,<MotionDevice>,MotionDevice,Object,Objects/Objects/VDMAFolder/<MotionDeviceSystemFolder>/<MotionDeviceSystem>/<MotionDevice>
ns=2;s=SafetyStates,<SafetyStates>,SafetyStates,Object,Objects/Objects/VDMAFolder/<MotionDeviceSystemFolder>/<MotionDeviceSystem>/<SafetyStates>
ns=0;i=112,NamingRule,NamingRule,Variable,Objects/Objects/Server/ServerCapabilities/ModellingRules/Mandatory/NamingRule
ns=0;i=113,NamingRule,NamingRule,Variable,Objects/Objects/Server/ServerCapabilities/ModellingRules/Optional/NamingRule
ns=0;i=11511,NamingRule,NamingRule,Variable,Objects/Objects/Server/ServerCapabilities/ModellingRules/MandatoryPlaceholder/NamingRule
ns=0;i=11509,NamingRule,NamingRule,Variable,Objects/Objects/Server/ServerCapabilities/ModellingRules/OptionalPlaceholder/NamingRule
ns=0;i=16302,InputArguments,InputArguments,Variable,Objects/Objects/Server/ServerCapabilities/RoleSet/AddRole/InputArguments
ns=0;i=16303,OutputArguments,OutputArguments,Variable,Objects/Objects/Server/ServerCapabilities/RoleSet/AddRole/OutputArguments
ns=0;i=16305,InputArguments,InputArguments,Variable,Objects/Objects/Server/ServerCapabilities/RoleSet/RemoveRole/InputArguments
ns=0;i=15445,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/SecurityGroups/AddSecurityGroup/InputArguments
ns=0;i=15446,OutputArguments,OutputArguments,Variable,Objects/Objects/Server/PublishSubscribe/SecurityGroups/AddSecurityGroup/OutputArguments
ns=0;i=15448,InputArguments,InputArguments,Variable,Objects/Objects/Server/PublishSubscribe/SecurityGroups/RemoveSecurityGroup/InputArguments
ns=0;i=17412,Active,Active,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalInformation/Active
ns=0;i=17413,Classification,Classification,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalInformation/Classification
ns=0;i=17414,DiagnosticsLevel,DiagnosticsLevel,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalInformation/DiagnosticsLevel
ns=0;i=17417,Active,Active,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalError/Active
ns=0;i=17418,Classification,Classification,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalError/Classification
ns=0;i=17419,DiagnosticsLevel,DiagnosticsLevel,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/TotalError/DiagnosticsLevel
ns=0;i=17424,StateError,StateError,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StateError
ns=0;i=17431,StateOperationalByMethod,StateOperationalByMethod,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StateOperationalByMethod
ns=0;i=17436,StateOperationalByParent,StateOperationalByParent,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StateOperationalByParent
ns=0;i=17441,StateOperationalFromError,StateOperationalFromError,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StateOperationalFromError
ns=0;i=17446,StatePausedByParent,StatePausedByParent,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StatePausedByParent
ns=0;i=17451,StateDisabledByMethod,StateDisabledByMethod,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/Counters/StateDisabledByMethod
ns=0;i=17458,ConfiguredDataSetWriters,ConfiguredDataSetWriters,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/LiveValues/ConfiguredDataSetWriters
ns=0;i=17460,ConfiguredDataSetReaders,ConfiguredDataSetReaders,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/LiveValues/ConfiguredDataSetReaders
ns=0;i=17462,OperationalDataSetWriters,OperationalDataSetWriters,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/LiveValues/OperationalDataSetWriters
ns=0;i=17464,OperationalDataSetReaders,OperationalDataSetReaders,Variable,Objects/Objects/Server/PublishSubscribe/Diagnostics/LiveValues/OperationalDataSetReaders
ns=1;s=Robot:Controller:System:Language:Current Language,Current Language,Current Language,Variable,Objects/Objects/Robot/Controller/System/Language/Current Language
ns=1;s=setLanguageMethod,setLanguage,setLanguage,Method,Objects/Objects/Robot/Controller/System/Language/setLanguage
ns=1;s=setChineseMethod,setChinese,setChinese,Method,Objects/Objects/Robot/Controller/System/Language/setChinese
ns=1;s=setCzechMethod,setCzech,setCzech,Method,Objects/Objects/Robot/Controller/System/Language/setCzech
ns=1;s=setDeutschMethod,setDeutsch,setDeutsch,Method,Objects/Objects/Robot/Controller/System/Language/setDeutsch
ns=1;s=setEnglishMethod,setEnglish,setEnglish,Method,Objects/Objects/Robot/Controller/System/Language/setEnglish
ns=1;s=setEspanolMethod,setEspanol,setEspanol,Method,Objects/Objects/Robot/Controller/System/Language/setEspanol
ns=1;s=setFrancaisMethod,setFrancais,setFrancais,Method,Objects/Objects/Robot/Controller/System/Language/setFrancais
ns=1;s=setItalianoMethod,setItaliano,setItaliano,Method,Objects/Objects/Robot/Controller/System/Language/setItaliano
ns=1;s=setJapaneseMethod,setJapanese,setJapanese,Method,Objects/Objects/Robot/Controller/System/Language/setJapanese
ns=1;s=setKoreanMethod,setKorean,setKorean,Method,Objects/Objects/Robot/Controller/System/Language/setKorean
ns=1;s=setPolskiMethod,setPolski,setPolski,Method,Objects/Objects/Robot/Controller/System/Language/setPolski
ns=1;s=setPortuguesbrMethod,setPortuguesbr,setPortuguesbr,Method,Objects/Objects/Robot/Controller/System/Language/setPortuguesbr
ns=1;s=Robot:Controller:System:WorkingMode:Working Mode,Working Mode,Working Mode,Variable,Objects/Objects/Robot/Controller/System/WorkingMode/Working Mode
ns=1;s=Robot:Controller:System:RobotStatus:Robot Status,Robot Status,Robot Status,Variable,Objects/Objects/Robot/Controller/System/RobotStatus/Robot Status
ns=1;s=Robot:Controller:System:SafetyStatus:Safety Status,Safety Status,Safety Status,Variable,Objects/Objects/Robot/Controller/System/SafetyStatus/Safety Status
ns=1;s=Robot:Controller:System:SafetyFault:Safety Fault,Safety Fault,Safety Fault,Variable,Objects/Objects/Robot/Controller/System/SafetyFault/Safety Fault
ns=1;s=Robot:Controller:System:SafetyFaultCode:Safety Fault Code,Safety Fault Code,Safety Fault Code,Variable,Objects/Objects/Robot/Controller/System/SafetyFaultCode/Safety Fault Code
ns=1;s=Robot:Controller:System:RobotPosition:Joint Position,Joint Position,Joint Position,Variable,Objects/Objects/Robot/Controller/System/RobotPosition/Joint Position
ns=1;s=setPayloadUserMethod,setPayloadUser,setPayloadUser,Method,Objects/Objects/Robot/Controller/System/PayloadUser/setPayloadUser
ns=1;s=Robot:Controller:System:PayloadUser:Mass,Mass,Mass,Variable,Objects/Objects/Robot/Controller/System/PayloadUser/Mass
ns=1;s=Robot:Controller:System:PayloadUser:G Center,G Center,G Center,Variable,Objects/Objects/Robot/Controller/System/PayloadUser/G Center
ns=1;s=Robot:Controller:System:PayloadUser:Matrix33,Matrix33,Matrix33,Variable,Objects/Objects/Robot/Controller/System/PayloadUser/Matrix33
ns=1;s=setPayloadCellMethod,setPayloadCell,setPayloadCell,Method,Objects/Objects/Robot/Controller/System/PayloadCell/setPayloadCell
ns=1;s=Robot:Controller:System:PayloadCell:Mass,Mass,Mass,Variable,Objects/Objects/Robot/Controller/System/PayloadCell/Mass
ns=1;s=Robot:Controller:System:PayloadCell:G Center,G Center,G Center,Variable,Objects/Objects/Robot/Controller/System/PayloadCell/G Center
ns=1;s=Robot:Controller:System:PayloadCell:Matrix33,Matrix33,Matrix33,Variable,Objects/Objects/Robot/Controller/System/PayloadCell/Matrix33
ns=1;s=Robot:Controller:Versions:Arm:BallScrewProtection,BallScrewProtection,BallScrewProtection,Variable,Objects/Objects/Robot/Controller/Versions/Arm/BallScrewProtection
ns=1;s=Robot:Controller:Versions:Arm:Mounting,Mounting,Mounting,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Mounting
ns=1;s=Robot:Controller:Versions:Arm:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Name
ns=1;s=Robot:Controller:Versions:Arm:OilType,OilType,OilType,Variable,Objects/Objects/Robot/Controller/Versions/Arm/OilType
ns=1;s=Robot:Controller:Versions:Arm:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/Arm/S/N
ns=1;s=Robot:Controller:Versions:Arm:Sleeve,Sleeve,Sleeve,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Sleeve
ns=1;s=Robot:Controller:Versions:Arm:Tool,Tool,Tool,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Tool
ns=1;s=Robot:Controller:Versions:Arm:Tuning,Tuning,Tuning,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Tuning
ns=1;s=Robot:Controller:Versions:Arm:Type,Type,Type,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Type
ns=1;s=Robot:Controller:Versions:Arm:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/Arm/Version
ns=1;s=Robot:Controller:Versions:CFAST:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/CFAST/P/N
ns=1;s=Robot:Controller:Versions:CPT:Hardware revision,Hardware revision,Hardware revision,Variable,Objects/Objects/Robot/Controller/Versions/CPT/Hardware revision
ns=1;s=Robot:Controller:Versions:CPT:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/CPT/Name
ns=1;s=Robot:Controller:Versions:CPT:O/N,O/N,O/N,Variable,Objects/Objects/Robot/Controller/Versions/CPT/O/N
ns=1;s=Robot:Controller:Versions:CPT:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/CPT/P/N
ns=1;s=Robot:Controller:Versions:CPT:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/CPT/S/N
ns=1;s=Robot:Controller:Versions:CPU:Board,Board,Board,Variable,Objects/Objects/Robot/Controller/Versions/CPU/Board
ns=1;s=Robot:Controller:Versions:CPU/SBL:BIOS,BIOS,BIOS,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/BIOS
ns=1;s=Robot:Controller:Versions:CPU/SBL:Hardware revision,Hardware revision,Hardware revision,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/Hardware revision
ns=1;s=Robot:Controller:Versions:CPU/SBL:MMI,MMI,MMI,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/MMI
ns=1;s=Robot:Controller:Versions:CPU/SBL:O/N,O/N,O/N,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/O/N
ns=1;s=Robot:Controller:Versions:CPU/SBL:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/S/N
ns=1;s=Robot:Controller:Versions:CPU/SBL:SDK,SDK,SDK,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/SDK
ns=1;s=Robot:Controller:Versions:CPU/SBL:SYSFPGA,SYSFPGA,SYSFPGA,Variable,Objects/Objects/Robot/Controller/Versions/CPU/SBL/SYSFPGA
ns=1;s=Robot:Controller:Versions:CS9Logical:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/CS9Logical/P/N
ns=1;s=Robot:Controller:Versions:Configuration:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/Configuration/Version
ns=1;s=Robot:Controller:Versions:Controller:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/Controller/S/N
ns=1;s=Robot:Controller:Versions:DSI:FPGA,FPGA,FPGA,Variable,Objects/Objects/Robot/Controller/Versions/DSI/FPGA
ns=1;s=Robot:Controller:Versions:DSI:Firmware,Firmware,Firmware,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Firmware
ns=1;s=Robot:Controller:Versions:DSI:Hardware revision,Hardware revision,Hardware revision,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Hardware revision
ns=1;s=Robot:Controller:Versions:DSI:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Name
ns=1;s=Robot:Controller:Versions:DSI:O/N,O/N,O/N,Variable,Objects/Objects/Robot/Controller/Versions/DSI/O/N
ns=1;s=Robot:Controller:Versions:DSI:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/DSI/P/N
ns=1;s=Robot:Controller:Versions:DSI:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/DSI/S/N
ns=1;s=Robot:Controller:Versions:DSI:Sensor1,Sensor1,Sensor1,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Sensor1
ns=1;s=Robot:Controller:Versions:DSI:Sensor2,Sensor2,Sensor2,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Sensor2
ns=1;s=Robot:Controller:Versions:DSI:Sensor3,Sensor3,Sensor3,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Sensor3
ns=1;s=Robot:Controller:Versions:DSI:Sensor4,Sensor4,Sensor4,Variable,Objects/Objects/Robot/Controller/Versions/DSI/Sensor4
ns=1;s=Robot:Controller:Versions:Hilscher:SDK,SDK,SDK,Variable,Objects/Objects/Robot/Controller/Versions/Hilscher/SDK
ns=1;s=Robot:Controller:Versions:J207J208:Firmware,Firmware,Firmware,Variable,Objects/Objects/Robot/Controller/Versions/J207J208/Firmware
ns=1;s=Robot:Controller:Versions:J207J208:MAC,MAC,MAC,Variable,Objects/Objects/Robot/Controller/Versions/J207J208/MAC
ns=1;s=Robot:Controller:Versions:J207J208:Protocol,Protocol,Protocol,Variable,Objects/Objects/Robot/Controller/Versions/J207J208/Protocol
ns=1;s=Robot:Controller:Versions:OPC-UA Server:Revision,Revision,Revision,Variable,Objects/Objects/Robot/Controller/Versions/OPC-UA Server/Revision
ns=1;s=Robot:Controller:Versions:OPC-UA Server:Toolkit,Toolkit,Toolkit,Variable,Objects/Objects/Robot/Controller/Versions/OPC-UA Server/Toolkit
ns=1;s=Robot:Controller:Versions:OPC-UA Server:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/OPC-UA Server/Version
ns=1;s=Robot:Controller:Versions:Option:OpcUAServer,OpcUAServer,OpcUAServer,Variable,Objects/Objects/Robot/Controller/Versions/Option/OpcUAServer
ns=1;s=Robot:Controller:Versions:Option:VAL 3,VAL 3,VAL 3,Variable,Objects/Objects/Robot/Controller/Versions/Option/VAL 3
ns=1;s=Robot:Controller:Versions:Option:valTrack,valTrack,valTrack,Variable,Objects/Objects/Robot/Controller/Versions/Option/valTrack
ns=1;s=Robot:Controller:Versions:Options:Date,Date,Date,Variable,Objects/Objects/Robot/Controller/Versions/Options/Date
ns=1;s=Robot:Controller:Versions:Options:Time,Time,Time,Variable,Objects/Objects/Robot/Controller/Versions/Options/Time
ns=1;s=Robot:Controller:Versions:Options:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/Options/Version
ns=1;s=Robot:Controller:Versions:PCC:Configuration,Configuration,Configuration,Variable,Objects/Objects/Robot/Controller/Versions/PCC/Configuration
ns=1;s=Robot:Controller:Versions:PCC:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/PCC/Name
ns=1;s=Robot:Controller:Versions:PCC:System,System,System,Variable,Objects/Objects/Robot/Controller/Versions/PCC/System
ns=1;s=Robot:Controller:Versions:PowerSupply:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/PowerSupply/Name
ns=1;s=Robot:Controller:Versions:REST_API:Date,Date,Date,Variable,Objects/Objects/Robot/Controller/Versions/REST_API/Date
ns=1;s=Robot:Controller:Versions:REST_API:Time,Time,Time,Variable,Objects/Objects/Robot/Controller/Versions/REST_API/Time
ns=1;s=Robot:Controller:Versions:REST_API:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/REST_API/Version
ns=1;s=Robot:Controller:Versions:RSI:Configuration CRC,Configuration CRC,Configuration CRC,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Configuration CRC
ns=1;s=Robot:Controller:Versions:RSI:Configuration CRC (hex),Configuration CRC (hex),Configuration CRC (hex),Variable,Objects/Objects/Robot/Controller/Versions/RSI/Configuration CRC (hex)
ns=1;s=Robot:Controller:Versions:RSI:FPGA,FPGA,FPGA,Variable,Objects/Objects/Robot/Controller/Versions/RSI/FPGA
ns=1;s=Robot:Controller:Versions:RSI:Firmware,Firmware,Firmware,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Firmware
ns=1;s=Robot:Controller:Versions:RSI:Hardware,Hardware,Hardware,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Hardware
ns=1;s=Robot:Controller:Versions:RSI:Name,Name,Name,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Name
ns=1;s=Robot:Controller:Versions:RSI:Program CRC,Program CRC,Program CRC,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Program CRC
ns=1;s=Robot:Controller:Versions:RSI:Program CRC (hex),Program CRC (hex),Program CRC (hex),Variable,Objects/Objects/Robot/Controller/Versions/RSI/Program CRC (hex)
ns=1;s=Robot:Controller:Versions:RSI:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/RSI/S/N
ns=1;s=Robot:Controller:Versions:RSI:Safety Profile Address,Safety Profile Address,Safety Profile Address,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Safety Profile Address
ns=1;s=Robot:Controller:Versions:RSI:Safety Profile Protocol,Safety Profile Protocol,Safety Profile Protocol,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Safety Profile Protocol
ns=1;s=Robot:Controller:Versions:RSI:Software,Software,Software,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Software
ns=1;s=Robot:Controller:Versions:RSI:Upload Counter,Upload Counter,Upload Counter,Variable,Objects/Objects/Robot/Controller/Versions/RSI/Upload Counter
ns=1;s=Robot:Controller:Versions:SP2:Firmware,Firmware,Firmware,Variable,Objects/Objects/Robot/Controller/Versions/SP2/Firmware
ns=1;s=Robot:Controller:Versions:SP2:O/N,O/N,O/N,Variable,Objects/Objects/Robot/Controller/Versions/SP2/O/N
ns=1;s=Robot:Controller:Versions:SP2:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/SP2/P/N
ns=1;s=Robot:Controller:Versions:SP2:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/SP2/S/N
ns=1;s=Robot:Controller:Versions:SP2:Software,Software,Software,Variable,Objects/Objects/Robot/Controller/Versions/SP2/Software
ns=1;s=Robot:Controller:Versions:Starc:Drive Axis1,Drive Axis1,Drive Axis1,Variable,Objects/Objects/Robot/Controller/Versions/Starc/Drive Axis1
ns=1;s=Robot:Controller:Versions:Starc:Drive Axis2,Drive Axis2,Drive Axis2,Variable,Objects/Objects/Robot/Controller/Versions/Starc/Drive Axis2
ns=1;s=Robot:Controller:Versions:Starc:Drive Axis3,Drive Axis3,Drive Axis3,Variable,Objects/Objects/Robot/Controller/Versions/Starc/Drive Axis3
ns=1;s=Robot:Controller:Versions:Starc:Drive Axis4,Drive Axis4,Drive Axis4,Variable,Objects/Objects/Robot/Controller/Versions/Starc/Drive Axis4
ns=1;s=Robot:Controller:Versions:Starc:EEPROM,EEPROM,EEPROM,Variable,Objects/Objects/Robot/Controller/Versions/Starc/EEPROM
ns=1;s=Robot:Controller:Versions:Starc:FPGA,FPGA,FPGA,Variable,Objects/Objects/Robot/Controller/Versions/Starc/FPGA
ns=1;s=Robot:Controller:Versions:Starc:P/N,P/N,P/N,Variable,Objects/Objects/Robot/Controller/Versions/Starc/P/N
ns=1;s=Robot:Controller:Versions:Starc:S/N,S/N,S/N,Variable,Objects/Objects/Robot/Controller/Versions/Starc/S/N
ns=1;s=Robot:Controller:Versions:Starc:Version,Version,Version,Variable,Objects/Objects/Robot/Controller/Versions/Starc/Version
ns=1;s=Robot:Controller:Versions:System:System,System,System,Variable,Objects/Objects/Robot/Controller/Versions/System/System
ns=1;s=Robot:Controller:Versions:System:CycleTime,CycleTime,CycleTime,Variable,Objects/Objects/Robot/Controller/Versions/System/CycleTime
ns=1;s=Robot:Controller:Versions:System:Date,Date,Date,Variable,Objects/Objects/Robot/Controller/Versions/System/Date
ns=1;s=Robot:Controller:Versions:System:OS,OS,OS,Variable,Objects/Objects/Robot/Controller/Versions/System/OS
ns=1;s=Robot:Controller:Versions:System:Time,Time,Time,Variable,Objects/Objects/Robot/Controller/Versions/System/Time
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I0,%I0,%I0,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I0
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I1,%I1,%I1,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I1
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I2,%I2,%I2,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I2
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I3,%I3,%I3,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I3
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I4,%I4,%I4,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I4
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I5,%I5,%I5,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I5
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I6,%I6,%I6,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I6
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I7,%I7,%I7,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I7
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I8,%I8,%I8,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I8
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I9,%I9,%I9,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I9
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I10,%I10,%I10,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I10
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I11,%I11,%I11,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I11
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I12,%I12,%I12,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I12
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I13,%I13,%I13,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I13
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I14,%I14,%I14,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I14
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I15,%I15,%I15,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I15
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I16,%I16,%I16,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I16
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I17,%I17,%I17,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I17
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I18,%I18,%I18,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I18
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I19,%I19,%I19,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I19
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I20,%I20,%I20,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I20
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I21,%I21,%I21,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I21
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I22,%I22,%I22,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I22
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I23,%I23,%I23,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I23
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I24,%I24,%I24,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I24
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I25,%I25,%I25,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I25
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I26,%I26,%I26,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I26
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I27,%I27,%I27,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I27
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I28,%I28,%I28,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I28
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I29,%I29,%I29,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I29
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I30,%I30,%I30,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I30
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I31,%I31,%I31,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I31
ns=1;s=Robot:Inputs/Outputs:CLP_LS:%I32,%I32,%I32,Variable,Objects/Objects/Robot/Inputs/Outputs/CLP_LS/Din/%I32
